gamesPlayed,wins,losses,ot,pts,ptPctg,goalsPerGame,goalsAgainstPerGame,evGGARatio,powerPlayPercentage,powerPlayGoals,powerPlayGoalsAgainst,powerPlayOpportunities,penaltyKillPercentage,shotsPerGame,shotsAllowed,winScoreFirst,winOppScoreFirst,winLeadFirstPer,winLeadSecondPer,winOutshootOpp,winOutshotByOpp,faceOffsTaken,faceOffsWon,faceOffsLost,faceOffWinPercentage,shootingPctg,savePctg,Team,Year
82,48,19,3,111,67.7,3.598,2.378,1.1969,22.9,71,49,310,84.7,31.5854,24.6829,0.727,0.421,0.839,0.921,0.583,0.684,5259,2597,2662,49.4,11.4,0.904,New Jersey Devils,2001
82,41,28,4,95,57.9,2.5,2.28,1.1969,16.9,44,43,261,83.8,29.8171,23.1707,0.714,0.275,0.75,0.774,0.452,0.632,5156,2553,2603,49.5,8.4,0.902,New Jersey Devils,2002
82,46,20,6,108,65.9,2.634,2.024,1.3684,11.9,36,32,303,87.9,31.7195,23.5732,0.708,0.353,0.821,0.846,0.523,0.692,5002,2535,2467,50.7,8.3,0.914,New Jersey Devils,2003
82,43,25,2,100,61,2.598,2,1.2636,16.4,51,39,312,85.3,29.6707,24.4024,0.771,0.176,0.821,0.842,0.559,0.5,4916,2419,2497,49.2,8.8,0.918,New Jersey Devils,2004
82,46,27,9,101,61.6,2.841,2.744,0.986,17.8,78,63,439,81.9,29.2073,29.3049,0.696,0.389,0.844,0.886,0.543,0.512,4691,2322,2369,49.5,9.7,0.906,New Jersey Devils,2006
82,49,24,9,107,65.2,2.512,2.354,0.9481,17.7,65,40,367,85.2,28.7073,28.439,0.739,0.417,0.783,0.912,0.711,0.538,4350,2132,2218,49,8.8,0.917,New Jersey Devils,2007
82,46,29,7,99,60.4,2.415,2.354,1.0246,15.6,50,54,320,82.8,28.8049,27.5244,0.725,0.405,0.806,0.879,0.609,0.514,4286,2160,2126,50.4,8.4,0.914,New Jersey Devils,2008
82,51,27,4,106,64.6,2.902,2.524,1.252,18.9,58,65,307,79.9,32.9024,29.4512,0.841,0.368,0.794,0.951,0.694,0.533,4602,2359,2243,51.3,8.8,0.914,New Jersey Devils,2009
82,48,27,7,103,62.8,2.634,2.268,1.0896,18.7,51,41,273,82.8,29.9878,26.9878,0.733,0.405,0.813,0.943,0.542,0.7,4244,2098,2146,49.4,8.8,0.916,New Jersey Devils,2010
82,38,39,5,81,49.4,2.085,2.524,0.8027,14.3,34,40,237,83.4,28.5854,26.2439,0.692,0.256,0.76,0.917,0.386,0.545,4271,2186,2085,51.2,7.3,0.904,New Jersey Devils,2011
82,48,28,6,102,62.2,2.634,2.5,0.9333,17.2,46,27,267,89.6,27.4756,26.8171,0.727,0.421,0.769,0.853,0.571,0.545,4451,2095,2356,47.1,9.6,0.907,New Jersey Devils,2012
48,19,19,10,48,50,2.292,2.542,0.8553,15.3,27,32,176,81.1,28.375,23.125,0.737,0.172,0.727,0.75,0.457,0.25,2779,1339,1440,48.2,8.1,0.89,New Jersey Devils,2013
82,35,29,18,88,53.7,2.402,2.378,0.9275,19.5,47,36,241,86.4,26.8171,25.4756,0.682,0.132,0.667,0.759,0.467,0.364,4624,2174,2450,47,9,0.907,New Jersey Devils,2014
82,32,36,14,78,47.6,2.146,2.549,0.9297,19.3,41,52,212,80.6,24.4878,30.7073,0.533,0.216,0.593,0.781,0.235,0.438,4659,2203,2456,47.3,8.8,0.917,New Jersey Devils,2015
82,38,36,8,84,51.2,2.22,2.463,0.8195,19.9,51,45,256,83,24.4268,28.6463,0.771,0.234,0.826,0.958,0.4,0.5,4701,2183,2518,46.4,9.1,0.914,New Jersey Devils,2016
82,28,40,14,70,42.7,2.195,2.939,0.7651,17.5,44,53,251,79.6,27.7927,31.3659,0.463,0.22,0.44,0.704,0.481,0.275,4920,2422,2498,49.2,7.9,0.906,New Jersey Devils,2017
82,44,29,9,97,59.1,2.963,2.927,0.9581,21.4,54,47,252,81.8,31.6951,31.9024,0.692,0.395,0.739,0.941,0.457,0.6,5046,2371,2675,47,9.3,0.908,New Jersey Devils,2018
82,31,41,10,72,43.9,2.671,3.305,0.7989,17.7,45,40,254,84.3,30.3415,31.6098,0.543,0.167,0.63,0.815,0.429,0.372,4900,2418,2482,49.4,8.8,0.895,New Jersey Devils,2019
69,28,29,12,68,49.3,2.681,3.246,0.7821,17.9,42,39,234,82.3,30.6812,32.6957,0.484,0.342,0.5,0.704,0.417,0.381,3990,1869,2121,46.8,8.7,0.901,New Jersey Devils,2020
56,19,30,7,45,40.2,2.589,3.375,0.8293,14.2,22,43,155,71,28.7857,31.0179,0.552,0.111,0.737,0.733,0.211,0.417,3180,1481,1699,46.6,9,0.891,New Jersey Devils,2021
82,21,51,3,52,31.7,2.256,3.268,1.0069,13.2,51,79,386,82.2,27.5244,29,0.486,0.085,0.5,0.684,0.243,0.273,5386,2624,2762,48.7,8.2,0.887,New York Islanders,2001
82,42,28,4,96,58.5,2.915,2.683,1.0069,16.2,59,52,363,85.8,28.2805,27.8659,0.633,0.333,0.719,0.857,0.459,0.564,5579,2884,2695,51.7,10.3,0.904,New York Islanders,2002
82,35,34,2,83,50.6,2.732,2.817,0.9929,15.1,58,67,384,83.5,29.5976,28.2683,0.568,0.311,0.654,0.824,0.447,0.4,5606,2864,2742,51.1,9.2,0.9,New York Islanders,2003
82,38,29,4,91,55.5,2.89,2.561,1.1049,16.7,54,52,323,85.5,28.5488,27.3659,0.692,0.256,0.7,0.839,0.524,0.405,5335,2631,2704,49.3,10.1,0.906,New York Islanders,2004
82,36,40,6,78,47.6,2.695,3.354,0.9097,16.9,76,99,450,79.2,30.2561,31.0854,0.649,0.267,0.64,0.852,0.471,0.422,4987,2427,2560,48.7,8.9,0.892,New York Islanders,2006
82,40,30,12,92,56.1,2.927,2.866,1.1818,18.1,63,79,348,81.8,29.9878,32.5854,0.738,0.225,0.821,0.829,0.533,0.46,4864,2512,2352,51.6,9.8,0.912,New York Islanders,2007
82,35,38,9,79,48.2,2.305,2.927,0.8905,14.6,48,68,330,81.9,29.6951,30.3415,0.684,0.205,0.696,0.88,0.361,0.467,4617,2357,2260,51,7.8,0.904,New York Islanders,2008
82,26,47,9,61,37.2,2.415,3.341,0.6833,16.9,54,73,320,79.8,28.9268,33.5488,0.541,0.133,0.429,0.7,0.375,0.296,4774,2180,2594,45.7,8.3,0.9,New York Islanders,2009
82,34,37,11,79,48.2,2.61,3.146,0.8333,16,49,71,306,76.3,30.4024,31.939,0.641,0.209,0.6,0.794,0.405,0.462,4687,2261,2426,48.2,8.6,0.901,New York Islanders,2010
82,30,39,13,73,44.5,2.744,3.146,0.8068,17.2,52,52,302,83.2,29.3659,31.9512,0.69,0.189,0.722,0.704,0.219,0.469,4862,2438,2424,50.1,9.3,0.902,New York Islanders,2011
82,34,37,11,79,48.2,2.39,3.061,0.743,18.5,45,46,243,80.5,29.3902,30.1098,0.575,0.262,0.64,0.679,0.415,0.405,4560,2189,2371,48,8.1,0.898,New York Islanders,2012
48,24,17,7,55,57.3,2.813,2.833,0.9792,19.9,31,28,156,80.3,30.9375,28.1667,0.739,0.28,0.813,0.842,0.556,0.4,2754,1369,1385,49.7,9.1,0.899,New York Islanders,2013
82,34,37,11,79,48.2,2.634,3.183,0.8343,17.8,49,58,276,78.1,30.939,30.0488,0.5,0.354,0.556,0.556,0.375,0.432,4896,2310,2586,47.2,8.5,0.894,New York Islanders,2014
82,47,28,7,101,61.6,2.988,2.732,1.0802,18.7,50,48,267,78,33.7927,28.3049,0.592,0.545,0.667,0.781,0.607,0.476,4880,2402,2478,49.2,8.8,0.903,New York Islanders,2015
82,45,27,10,100,61,2.768,2.573,1.0544,18.3,42,36,229,84.5,29.4146,30.4268,0.707,0.39,0.846,0.879,0.588,0.476,4654,2331,2323,50.1,9.4,0.915,New York Islanders,2016
82,41,29,12,94,57.3,2.915,2.902,1.0471,15,35,41,234,81.9,30.2439,31.9024,0.614,0.368,0.724,0.857,0.559,0.452,4741,2261,2480,47.7,9.6,0.909,New York Islanders,2017
82,35,37,10,80,48.8,3.183,3.573,0.9316,23.2,58,63,250,73.2,31.3659,35.5854,0.605,0.273,0.708,0.862,0.345,0.481,4919,2404,2515,48.9,10.1,0.9,New York Islanders,2018
82,48,27,7,103,62.8,2.72,2.329,1.2756,14.5,33,44,227,79.9,28.7805,30.9024,0.689,0.459,0.71,0.85,0.531,0.646,4477,2124,2353,47.4,9.4,0.925,New York Islanders,2019
68,35,23,10,80,58.8,2.779,2.794,0.9474,17.3,29,34,168,80.7,29.6471,31.2206,0.639,0.375,0.714,0.885,0.481,0.55,3617,1803,1814,49.9,9.4,0.911,New York Islanders,2020
56,32,17,7,71,63.4,2.714,2.232,1.2418,18.8,27,22,144,83.7,28.9821,28.3929,0.821,0.321,0.833,0.842,0.69,0.44,2916,1498,1418,51.4,9.4,0.921,New York Islanders,2021
82,33,43,1,72,43.9,3.049,3.537,0.9874,17.9,65,86,363,78.5,28.5976,31.4024,0.65,0.167,0.64,0.844,0.379,0.4,5220,2671,2549,51.2,10.7,0.887,New York Rangers,2001
82,36,38,4,80,48.8,2.768,3.146,0.9874,14.7,48,80,326,79.9,29.1707,31.9268,0.781,0.22,0.762,0.923,0.457,0.426,5554,2816,2738,50.7,9.5,0.901,New York Rangers,2002
82,32,36,4,78,47.6,2.561,2.817,1.0543,16.2,55,73,339,81.2,30.061,29.5854,0.476,0.3,0.6,0.87,0.35,0.429,5334,2844,2490,53.3,8.5,0.905,New York Rangers,2003
82,27,40,8,69,42.1,2.512,3.049,0.9467,14.3,46,80,322,79.4,29.4634,29.2195,0.5,0.167,0.708,0.786,0.317,0.342,5100,2619,2481,51.4,8.5,0.896,New York Rangers,2004
82,44,26,12,100,61,3.049,2.573,1.2793,18.9,83,79,440,83.7,29.8537,28.7561,0.702,0.314,0.829,0.853,0.512,0.553,4587,2178,2409,47.5,10.2,0.911,New York Rangers,2006
82,42,30,10,94,57.3,2.841,2.573,1.1024,18.5,75,65,406,83.8,31.5366,28.4024,0.667,0.324,0.645,0.771,0.469,0.594,4640,2317,2323,49.9,9,0.909,New York Rangers,2007
82,42,27,13,97,59.1,2.5,2.317,1.1391,16.5,61,53,370,84.5,31.4512,25.9024,0.681,0.286,0.758,0.871,0.5,0.5,4417,2310,2107,52.3,7.9,0.911,New York Rangers,2008
82,43,30,9,95,57.9,2.439,2.585,0.8966,13.9,48,40,346,87.8,32.4146,29.6707,0.667,0.375,0.609,0.844,0.468,0.594,4547,2312,2235,50.9,7.5,0.913,New York Rangers,2009
82,38,33,11,87,53,2.671,2.61,1.0643,18.3,55,50,301,84.3,29.5732,29.878,0.618,0.354,0.692,0.842,0.447,0.463,4545,2235,2310,49.2,9,0.913,New York Rangers,2010
82,44,33,5,93,56.7,2.732,2.378,1.0949,16.9,49,42,290,83.7,29.9146,29.3902,0.683,0.39,0.739,1,0.5,0.618,4599,2195,2404,47.7,9.1,0.919,New York Rangers,2011
82,51,24,7,109,66.5,2.707,2.22,1.1364,15.7,44,36,280,86.2,28.5122,27.8171,0.814,0.41,0.778,0.909,0.682,0.556,4577,2286,2291,50,9.5,0.92,New York Rangers,2012
48,26,18,4,56,58.3,2.625,2.25,1.3,15.7,24,28,153,81.1,30.8958,28.1875,0.857,0.296,0.929,1,0.556,0.524,2820,1410,1410,50,8.5,0.92,New York Rangers,2013
82,45,31,6,96,58.5,2.61,2.317,1.0677,18.2,48,34,264,85.3,33.1585,29.4146,0.816,0.318,0.769,0.903,0.537,0.591,4909,2397,2512,48.8,7.9,0.921,New York Rangers,2014
82,53,22,7,113,68.9,3.024,2.28,1.3188,16.8,39,37,232,84.3,31.4878,29.4878,0.82,0.375,0.853,0.973,0.625,0.656,4917,2298,2619,46.7,9.6,0.923,New York Rangers,2015
82,46,27,9,101,61.6,2.841,2.622,1.2636,18.6,42,53,226,78.2,28.4878,30.4146,0.767,0.333,0.806,0.875,0.556,0.545,4703,2313,2390,49.2,10,0.914,New York Rangers,2016
82,48,28,6,102,62.2,3.085,2.634,1.0844,20.2,47,45,233,79.8,29.7317,30.061,0.667,0.486,0.741,0.871,0.463,0.7,4864,2353,2511,48.4,10.4,0.912,New York Rangers,2017
82,34,39,9,77,47,2.78,3.207,0.8242,21.2,51,46,241,81.4,30.9512,35.3415,0.667,0.217,0.625,0.957,0.4,0.42,4838,2384,2454,49.3,9,0.909,New York Rangers,2018
82,32,36,14,78,47.6,2.695,3.256,0.8382,19.4,44,58,227,78.2,29.1829,33.8293,0.432,0.356,0.526,0.722,0.462,0.357,4663,2188,2475,46.9,9.2,0.904,New York Rangers,2019
70,37,28,5,79,56.4,3.329,3.143,1.049,22.9,52,52,227,77.4,31.0714,34.0143,0.625,0.4,0.741,0.889,0.444,0.585,3862,1799,2063,46.6,10.7,0.908,New York Rangers,2020
56,27,23,6,60,53.6,3.143,2.768,1.0943,20.7,37,30,179,82.2,28.6964,29.7143,0.7,0.231,0.739,0.808,0.545,0.484,3026,1346,1680,44.5,11,0.907,New York Rangers,2021
82,43,25,3,100,61,2.927,2.524,1.3468,15.7,55,55,350,82.5,29.9024,26.1463,0.66,0.313,0.667,0.816,0.447,0.618,5444,2739,2705,50.3,9.8,0.903,Philadelphia Flyers,2001
82,42,27,3,97,59.1,2.854,2.341,1.3468,13,39,40,300,86.3,29.7805,26.0854,0.617,0.371,0.7,0.744,0.509,0.538,5330,2661,2669,49.9,9.6,0.91,Philadelphia Flyers,2002
82,45,20,4,107,65.2,2.573,2.024,1.449,14.3,47,50,328,85.2,30.939,24.622,0.744,0.372,0.864,0.882,0.589,0.478,5065,2646,2419,52.2,8.3,0.918,Philadelphia Flyers,2003
82,40,21,6,101,61.6,2.793,2.268,1.2522,20.7,65,58,314,83.3,29.4024,25.5122,0.636,0.316,0.793,0.917,0.44,0.533,5081,2555,2526,50.3,9.5,0.911,Philadelphia Flyers,2004
82,45,26,11,101,61.6,3.207,3.085,1.0435,18,80,97,444,79.1,31.122,28.9268,0.689,0.378,0.767,0.769,0.58,0.517,4819,2384,2435,49.5,10.3,0.893,Philadelphia Flyers,2006
82,22,48,12,56,34.1,2.598,3.622,0.665,14.1,53,65,376,84.5,28.7927,32.5976,0.5,0.135,0.625,0.923,0.281,0.265,4842,2279,2563,47.1,9,0.889,Philadelphia Flyers,2007
82,42,29,11,95,57.9,2.988,2.768,0.9007,21.8,84,65,385,83.2,28.7683,31.8171,0.674,0.333,0.773,0.882,0.633,0.438,4900,2416,2484,49.3,10.4,0.913,Philadelphia Flyers,2008
82,44,27,11,99,60.4,3.171,2.829,1.0066,22.5,71,67,316,83,29.7683,32.5366,0.674,0.385,0.821,0.844,0.469,0.619,4922,2379,2543,48.3,10.7,0.913,Philadelphia Flyers,2009
82,41,35,6,88,53.7,2.829,2.707,0.9724,21.4,68,57,317,83,31.5732,28.6098,0.673,0.242,0.786,0.882,0.449,0.556,4823,2415,2408,50.1,9,0.905,Philadelphia Flyers,2010
82,47,23,12,106,64.6,3.122,2.634,1.2069,16.6,49,54,295,82.8,31.7683,30.1341,0.68,0.406,0.735,0.864,0.548,0.571,4938,2484,2454,50.3,9.8,0.913,Philadelphia Flyers,2011
82,47,26,9,103,62.8,3.171,2.744,1.1275,19.7,66,58,335,81.8,32.2073,28.4024,0.75,0.435,0.867,0.892,0.564,0.593,4825,2331,2494,48.3,9.8,0.903,Philadelphia Flyers,2012
48,23,22,3,49,51,2.75,2.896,0.8646,21.6,37,26,171,85.9,29.0417,28.5625,0.692,0.227,0.765,0.85,0.52,0.45,2901,1408,1493,48.5,9.5,0.899,Philadelphia Flyers,2013
82,42,30,10,94,57.3,2.841,2.768,0.9618,19.7,58,48,294,84.8,30.3659,30.5854,0.744,0.302,0.75,0.829,0.564,0.476,5011,2504,2507,50,9.4,0.909,Philadelphia Flyers,2014
82,33,31,18,84,51.2,2.585,2.72,1.0073,23.4,60,61,256,77.1,29.4268,30.2561,0.688,0.22,0.731,0.864,0.475,0.341,5027,2571,2456,51.1,8.8,0.91,Philadelphia Flyers,2015
82,41,27,14,96,58.5,2.573,2.561,1.0231,18.9,53,51,280,80.5,30.9756,30.7195,0.658,0.364,0.765,0.903,0.66,0.294,4961,2530,2431,51,8.3,0.917,Philadelphia Flyers,2016
82,39,33,10,88,53.7,2.585,2.817,0.8312,19.5,54,50,277,79.8,31.5244,28.4634,0.588,0.396,0.8,0.826,0.46,0.5,4857,2539,2318,52.3,8.2,0.901,Philadelphia Flyers,2017
82,42,26,14,98,59.8,3.037,2.878,1.0897,20.7,54,54,261,75.8,32.0854,29.8537,0.657,0.404,0.667,0.829,0.5,0.5,4812,2563,2249,53.3,9.5,0.904,Philadelphia Flyers,2018
82,37,37,8,82,50,2.939,3.415,0.8639,17.1,40,51,234,78.5,31.5,32.5,0.656,0.32,0.773,0.839,0.306,0.548,4818,2637,2181,54.7,9.3,0.895,Philadelphia Flyers,2019
69,41,21,7,89,64.5,3.29,2.768,1.1333,20.8,47,38,226,81.8,31.3913,28.6522,0.718,0.433,0.85,0.935,0.537,0.654,3954,2159,1795,54.6,10.5,0.903,Philadelphia Flyers,2020
56,25,23,8,58,51.8,2.857,3.518,0.806,19.2,32,45,167,73,30.2143,29.2143,0.609,0.333,0.769,0.833,0.441,0.455,3217,1738,1479,54,9.5,0.88,Philadelphia Flyers,2021
82,42,28,3,96,58.5,3.427,3.122,0.7738,20.3,76,78,375,80.7,29.1951,29.2317,0.667,0.391,0.733,0.897,0.512,0.486,5260,2457,2803,46.7,11.7,0.893,Pittsburgh Penguins,2001
82,28,41,5,69,42.1,2.415,3.037,0.7738,14,47,57,335,83.8,27.0122,29.1951,0.516,0.235,0.579,0.8,0.364,0.289,5484,2583,2901,47.1,8.9,0.896,Pittsburgh Penguins,2002
82,27,44,5,65,39.6,2.305,3.11,0.6279,18.3,66,58,360,83.5,25.3537,30.9146,0.475,0.19,0.6,0.87,0.4,0.305,5472,2706,2766,49.5,9.1,0.899,Pittsburgh Penguins,2003
82,23,47,4,58,35.4,2.317,3.695,0.5956,18.1,65,84,360,77.2,24.7439,33.1707,0.581,0.098,0.5,0.636,0.421,0.242,5548,2620,2928,47.2,9.4,0.889,Pittsburgh Penguins,2004
82,22,46,14,58,35.4,2.963,3.78,0.8258,19,94,113,495,78.8,28.0122,33.2073,0.594,0.06,0.722,0.81,0.32,0.25,4951,2274,2677,45.9,10.6,0.886,Pittsburgh Penguins,2006
82,47,24,11,105,64,3.256,2.927,1.036,20.3,94,75,463,82.1,28.8537,30.8537,0.674,0.462,0.676,0.848,0.645,0.543,4808,2259,2549,47,11.3,0.905,Pittsburgh Penguins,2007
82,47,27,8,102,62.2,2.927,2.585,1.1429,20.4,77,68,378,81,27.6707,30.7683,0.725,0.429,0.808,0.9,0.71,0.48,4687,2161,2526,46.1,10.6,0.916,Pittsburgh Penguins,2008
82,45,28,9,99,60.4,3.146,2.841,1.1761,17.2,62,60,360,82.7,29.0366,30.2927,0.652,0.417,0.655,0.758,0.657,0.463,4705,2310,2395,49.1,10.8,0.906,Pittsburgh Penguins,2009
82,47,28,7,101,61.6,3.037,2.866,1.0745,17.2,56,52,326,84.1,32.7805,28.6585,0.683,0.463,0.769,0.848,0.571,0.517,4754,2342,2412,49.3,9.3,0.9,Pittsburgh Penguins,2010
82,49,25,8,106,64.6,2.78,2.39,1.1128,15.8,49,45,311,86.1,31.4878,28.6829,0.756,0.439,0.793,0.889,0.566,0.654,4732,2329,2403,49.2,8.8,0.917,Pittsburgh Penguins,2011
82,51,25,6,108,65.9,3.329,2.659,1.1728,19.7,57,33,289,87.8,33.8902,27.4024,0.745,0.457,0.706,0.914,0.586,0.708,4957,2500,2457,50.4,9.8,0.903,Pittsburgh Penguins,2012
48,36,12,0,72,75,3.375,2.479,1.3544,24.7,42,34,170,79.6,29.9583,29.2292,0.806,0.647,0.84,0.95,0.808,0.7,2893,1489,1404,51.5,11.3,0.915,Pittsburgh Penguins,2013
82,51,24,7,109,66.5,2.951,2.488,1.0467,23.4,65,38,278,85,29.9268,28.7683,0.841,0.368,0.893,0.861,0.614,0.629,4796,2445,2351,51,9.9,0.914,Pittsburgh Penguins,2014
82,43,27,12,98,59.8,2.646,2.488,1.0882,19.3,49,42,254,84.8,31.6341,29.2805,0.673,0.303,0.735,0.882,0.587,0.485,4883,2396,2487,49.1,8.4,0.915,Pittsburgh Penguins,2015
82,48,26,8,104,63.4,2.939,2.427,1.2308,18.4,48,40,261,84.4,33.1951,29.7073,0.811,0.4,0.909,1,0.586,0.565,5169,2593,2576,50.2,8.9,0.918,Pittsburgh Penguins,2016
82,50,21,11,111,67.7,3.39,2.793,1.2333,23.1,60,52,260,79.8,33.4756,32.5732,0.638,0.571,0.778,0.949,0.705,0.529,5154,2452,2702,47.6,10.1,0.914,Pittsburgh Penguins,2017
82,47,29,6,100,61,3.293,3.024,0.9148,26.1,68,53,260,80,34.4268,31.1341,0.702,0.4,0.821,0.923,0.64,0.483,5118,2572,2546,50.2,9.6,0.903,Pittsburgh Penguins,2018
82,44,26,12,100,61,3.305,2.902,1.2133,24.6,56,45,228,79.7,33.3049,33.2805,0.596,0.457,0.75,0.923,0.417,0.634,4908,2482,2426,50.6,9.9,0.913,Pittsburgh Penguins,2019
69,40,23,6,86,62.3,3.203,2.841,1.1014,19.9,42,34,211,82.1,31.942,29.7246,0.781,0.405,0.826,0.862,0.55,0.625,3974,1942,2032,48.9,10,0.904,Pittsburgh Penguins,2020
56,37,16,3,77,68.8,3.446,2.768,1.27,23.7,36,35,152,77.4,30.0714,29.9821,0.793,0.519,0.846,0.926,0.655,0.68,3191,1573,1618,49.3,11.5,0.908,Pittsburgh Penguins,2021
82,36,30,8,88,53.7,2.768,3.037,1.1898,16.4,64,65,390,82.8,28.7683,26.7195,0.649,0.267,0.76,0.862,0.449,0.387,5398,2658,2740,49.2,9.6,0.886,Boston Bruins,2001
82,43,24,9,101,61.6,2.878,2.451,1.1898,13.8,39,45,283,87.1,31.6585,25.0854,0.708,0.265,0.806,0.769,0.55,0.526,5212,2499,2713,48,9.1,0.902,Boston Bruins,2002
82,36,31,4,87,53,2.988,2.89,1.0667,18.1,59,65,325,82.7,32.1463,28.3171,0.675,0.214,0.75,0.839,0.439,0.435,5464,2709,2755,49.6,9.3,0.898,Boston Bruins,2003
82,41,19,7,104,63.4,2.549,2.293,1.3143,16,48,55,300,83.6,30.4878,27.8049,0.588,0.438,0.842,0.774,0.6,0.355,5384,2807,2577,52.1,8.4,0.918,Boston Bruins,2004
82,29,37,16,74,45.1,2.78,3.146,0.9412,14.8,62,78,418,83.7,30.622,32.1098,0.525,0.19,0.556,0.697,0.419,0.32,5125,2667,2458,52,9.1,0.902,Boston Bruins,2006
82,35,41,6,76,46.3,2.561,3.476,0.7143,17.2,71,81,412,81.7,28.9024,33.5122,0.581,0.256,0.607,0.72,0.536,0.373,5098,2464,2634,48.3,8.9,0.896,Boston Bruins,2007
82,41,29,12,94,57.3,2.512,2.622,1.0492,17.6,56,71,319,78.6,28.5244,30.4634,0.714,0.275,0.724,0.886,0.486,0.477,4699,2309,2390,49.1,8.8,0.914,Boston Bruins,2008
82,53,19,10,116,70.7,3.293,2.317,1.425,23.6,74,54,313,82.3,30.2683,30.7927,0.723,0.543,0.794,0.884,0.538,0.744,4680,2386,2294,51,10.9,0.925,Boston Bruins,2009
82,39,30,13,91,55.5,2.39,2.329,0.951,16.6,44,37,265,86.4,31.6951,29.8171,0.7,0.262,0.731,0.786,0.532,0.345,4640,2441,2199,52.6,7.5,0.922,Boston Bruins,2010
82,46,25,11,103,62.8,2.976,2.305,1.4048,16.2,43,46,265,82.6,32.878,32.7073,0.714,0.4,0.8,0.882,0.512,0.595,4791,2485,2306,51.9,9.1,0.93,Boston Bruins,2011
82,49,29,4,102,62.2,3.171,2.427,1.3219,17.2,43,43,250,83.5,32.3537,29.7683,0.861,0.391,0.92,1,0.52,0.719,4829,2633,2196,54.5,9.8,0.918,Boston Bruins,2012
48,28,14,6,62,64.6,2.646,2.208,1.28,14.8,18,21,122,87.1,32.4375,28.6042,0.731,0.409,0.765,0.652,0.576,0.538,2846,1605,1241,56.4,8.2,0.923,Boston Bruins,2013
82,54,19,9,117,71.3,3.146,2.085,1.5299,21.7,50,43,230,83.7,31.8659,29.0854,0.837,0.394,0.793,0.911,0.609,0.733,4995,2577,2418,51.6,9.9,0.928,Boston Bruins,2014
82,41,27,14,96,58.5,2.549,2.451,1.0357,17.8,38,44,213,82,31.0488,29.8659,0.674,0.308,0.742,0.871,0.512,0.471,5009,2686,2323,53.6,8.2,0.918,Boston Bruins,2015
82,42,31,9,93,56.7,2.878,2.78,1.0596,20.5,48,48,234,82.2,31.9512,30.3659,0.681,0.286,0.771,0.848,0.478,0.515,5140,2592,2548,50.4,9,0.908,Boston Bruins,2016
82,44,31,7,95,57.9,2.829,2.549,0.966,21.7,53,38,244,85.7,33.1829,26.7561,0.696,0.333,0.742,0.944,0.508,0.619,5045,2686,2359,53.2,8.5,0.905,Boston Bruins,2017
82,50,20,12,112,68.3,3.256,2.573,1.2029,23.6,61,40,259,83.7,32.9634,29.2561,0.784,0.467,0.857,0.892,0.68,0.577,5078,2577,2501,50.8,9.9,0.912,Boston Bruins,2018
